filename,Transcript
speaker10_m_nn_utt03.wav,mbah kakung seneng banget dolanan karo putu putune ing plataran omah saben sor sawise ngaji
speaker10_m_nn_utt04.wav,ojo lali ngunci lawang ngarep yen arep lungo adoh mergo saiki akeh maling sing ngluyur ing kampung kita
speaker10_m_nn_utt05.wav,ibu lagi masak gulai pitik lan sayur lod h sing mambu enak tenan nganti nggaw aku keluwen
speaker10_m_nn_utt06.wav,para siswa podho sinau matematika kanthi sregep mergo sesuk bakal ono ujian sing angel banget
speaker10_m_nn_utt07.wav,bapak tuku motor anyar werna ireng sing apik banget lan dienggo lungo kerjo saben esuk
speaker10_m_nn_utt08.wav,adhiku seneng nonton filem kartun saben wayah sor sawise mulih sekolah lan rampung gawe pr
speaker10_m_nn_utt09.wav,eyang putri tansah paring wejangan marang aku supaya dadi bocah sing sholeh lan ta'at marang wong tuwa
speaker10_m_nn_utt10.wav,aku wis ngent ni koncoku wiwit jam siji sor nanging dh w k durung teko nganti saiki
speaker10_m_nn_utt11.wav,wong wong podho nonton wayang kulit ing pendopo desa nganti wayah tengah wengi ora kroso ngantuk
speaker10_m_nn_utt12.wav,pakdh lagi ndandani sepedha motor sing rusak mesin mergo wis lawas banget ora dienggo mlaku
speaker10_m_nn_utt13.wav,ojo mbuwang uwuh sembarangan mergo bisa nggaw banjir lan lingkungan dadi ora resik lan apik
speaker10_m_nn_utt14.wav,simbok tuku klambi anyar ing toko kanggo ngadhepake acara kondangan ing omah tangga sebelah
speaker10_m_nn_utt15.wav,aku seneng mangan soto ayam sing pedes lan anget nalika udan deres banget ing wayah sor
speaker10_m_nn_utt16.wav,para tani podho nyambut gawe ing sawah saben esuk kanggo tandur pari supaya panen ak h lan apik
speaker10_m_nn_utt17.wav,mbokdh dodol jajan pasar kaya lemper onde onde lan klepon ing pasar gedhe saben dina esuk
speaker10_m_nn_utt18.wav,aku kudu sinau luwih sregep men h supaya bisa lulus ujian nasional kanthi nilai sing apik banget
speaker10_m_nn_utt19.wav,bocah bocah cilik podho dolanan bal balan ing lapangan desa nganti sor lan keringetan kab h
speaker10_m_nn_utt20.wav,mas lagi nggaw meja anyar soko kayu jati kanggo disel hak ing ruang tamu omah kita
speaker10_m_nn_utt21.wav,ojo nganti telat teko ing sekolah mergo guru bakal nesu lan menehi paukuman sing abot banget
speaker10_m_nn_utt22.wav,budhe lagi njahit klambi kanggo anak wedhok sing arep kondangan ing acara nikahan kancane
speaker10_m_nn_utt23.wav,aku seneng moco koran saben esuk nalika sarapan kanggo ngerti pawarta anyar sing lagi kedadeyan
speaker10_m_nn_utt24.wav,wong wong podho gotong royong ngresikak dalan kampung kanggo nyambut rawuh tamu saka kutha gedhe
speaker10_m_nn_utt25.wav,aku kudu mulih gasik sor iki mergo ibu wis ngongkon tuku bumbon ing warung sedakep omah
speaker10_m_nn_utt26.wav,simbah lagi nyiram taneman kembang ing kebon mburi omah supaya tuwuh subur lan ngembang apik
speaker10_m_nn_utt27.wav,ojo lali mangan obat sing wis diw n hak dokter supaya penyakit sing ditandang bisa cepet waras
speaker10_m_nn_utt28.wav,adhiku wis iso moco lan nulis aksara jowo mergo saben sor sinau karo guru ngaji ing mushola
speaker10_m_nn_utt29.wav,bapak lan ibu lagi rembugan bab arep lungo piknik menyang pantai sesuk yen cuaca apik lan cerah
speaker10_m_nn_utt30.wav,aku kudu ngirit dhuwit saku saben dina supaya iso tuku sepedha anyar sing wis diidham idhamk lawas
speaker11_m_nn_utt01.wav,sejumlah pangguna motor nang suroboyo ngeluh motore mogok sakwise ngisi bahan bakar minyak jenis pertalite nang spbu pertamina setempat
speaker11_m_nn_utt02.wav,dheweke ngaku lek motor kesayangane honda beat sing anyar tuku rong wulan kepungkur malah mogok sakwise ngisi pertalite nang spbu pertamina jalan kayoon embong kaliasin kecamatan genteng kota suroboyo
speaker11_m_nn_utt03.wav,sakmarine dijambret korban ngekeki weruh uwong tuone
speaker11_m_nn_utt04.wav,pemerintah tetep komitmen arep terus mbukak informasi nglakoni langkah langkah pencegahan ben kejadian semacam iki gak kedadean maneh
speaker11_m_nn_utt05.wav,ngumbah sepeda malah udan
speaker11_m_nn_utt06.wav,sakdurunge kejadian sing podo pisan kedadian nang tuban
speaker11_m_nn_utt07.wav,gak mek iku irfan pisan ngeroso dirugikno karo kedadian iki
speaker11_m_nn_utt08.wav,irjen pol nanang nyebutno lek penggunaan gas air mata nang aksi demo wes sesuai sop seng berlaku
speaker11_m_nn_utt09.wav,gak sitik pengguna embong seng memilih mandek nang bahu dalan soale wedi diserang pelajar seng tawuran
speaker11_m_nn_utt10.wav,wali kota njaluk kejujuran pengusaha gawe nyampekno laporan pajak seng jujur
speaker11_m_nn_utt11.wav,kasus pemalakan sneg dilakukno emak emak berakhir damai
speaker11_m_nn_utt12.wav,sakmarine iku pihake ngelakukno upaya tindak lanjut
speaker11_m_nn_utt13.wav,tapi menurute korban durung gelem nggawe laporan resmi
speaker11_m_nn_utt14.wav,sampek saiki pihake mastikno gak ono laporan resmi seng dilayangno atas kasus iki nang kepolisian
speaker11_m_nn_utt15.wav,dadi dipastikno kasus iki selesai secara damai liwat mediasi
speaker11_m_nn_utt16.wav,lho jarene wingi ora sido
speaker11_m_nn_utt17.wav,aku lagi lara untu nyut nyutan
speaker11_m_nn_utt18.wav,kowe wis ngombe obat durung
speaker11_m_nn_utt19.wav,sekolahmu isih adoh saka kene ta
speaker11_m_nn_utt20.wav,susuke digowo ojo lali
speaker11_m_nn_utt21.wav,listrike mati peteng kabeh
speaker11_m_nn_utt22.wav,aku arep nyirami kembang sik
speaker11_m_nn_utt23.wav,pr e angel tenan aku durung rampung
speaker11_m_nn_utt24.wav,kowe mrene mau numpak opo
speaker11_m_nn_utt25.wav,ojo gampang nesu ngko malah cepet tuek
speaker11_m_nn_utt26.wav,segane wis mateng durung bu
speaker11_m_nn_utt27.wav,jupukno sapu arep nyapu latar
speaker11_m_nn_utt28.wav,kapan kene iso ketemu
speaker11_m_nn_utt29.wav,dompetku keri aku ngutang sik yo
speaker11_m_nn_utt30.wav,kon ganti model rambut yo
speaker12_m_nn_utt01.wav,halo apa kabar kowe dina iki
speaker12_m_nn_utt02.wav,aku arep mangan siang ning warteg
speaker12_m_nn_utt03.wav,kowe wis adus durung esuk iki
speaker12_m_nn_utt04.wav,tulung diselehke ning rak sebelah kanan
speaker12_m_nn_utt05.wav,aku lagi ngenteni angkot ning pinggir dalan
speaker12_m_nn_utt06.wav,adhiku seneng banget nonton kartun saben dina
speaker12_m_nn_utt07.wav,bapak arep budhal kerja jam setengah nem
speaker12_m_nn_utt08.wav,ibu lagi nyirami kembang ning kebon mburi
speaker12_m_nn_utt09.wav,aku pengin tuku es krim coklat vanilla
speaker12_m_nn_utt10.wav,kowe tau menyang bandung durung tau
speaker12_m_nn_utt11.wav,aku kepengin sinau main gitar akustik
speaker12_m_nn_utt12.wav,sesuk dina minggu aku libur sekolah
speaker12_m_nn_utt13.wav,ayo ngopi bareng ning warung pojok
speaker12_m_nn_utt14.wav,kowe lagi ngrungokke lagu apa iki
speaker12_m_nn_utt15.wav,aku arep ngumbah piring sakwise mangan
speaker12_m_nn_utt16.wav,tulung kancani aku menyang pasar sedhela
speaker12_m_nn_utt17.wav,hp ku lowbat kudu dicas saiki
speaker12_m_nn_utt18.wav,aku lagi baca buku novel cerita misteri
speaker12_m_nn_utt19.wav,kowe mangan apa wae esuk mau
speaker12_m_nn_utt20.wav,aja rame rame simbah lagi turu
speaker12_m_nn_utt21.wav,aku kepengin liburan menyang pantai sesuk
speaker12_m_nn_utt22.wav,cuacane mendung kayake arep udan iki
speaker12_m_nn_utt23.wav,kowe wis rampung ngresiki kamar durung
speaker12_m_nn_utt24.wav,aku arep nyalin lagu anyar ning hp
speaker12_m_nn_utt25.wav,tulung gawakke payung yen arep metu
speaker12_m_nn_utt26.wav,aku lagi ndelok video lucu ning youtube
speaker12_m_nn_utt27.wav,kowe iso ngajari aku bahasa inggris
speaker12_m_nn_utt28.wav,aku kesel banget mlaku mlaku seharian
speaker12_m_nn_utt29.wav,ayo sarapan dhisik sadurunge budhal sekolah
speaker12_m_nn_utt30.wav,sugeng siang aku arep istirahat sawetara
speaker13_m_nn_utt01.wav,sugeng enjing mugi dina iki lancar kabeh
speaker13_m_nn_utt02.wav,monggo pinarak dhisik aja sungkan sungkan
speaker13_m_nn_utt03.wav,nuwun sewu aku njaluk tulung sakedhap
speaker13_m_nn_utt04.wav,kowe wis sarapan durung esuk iki
speaker13_m_nn_utt05.wav,aku arep menyang kantor dhisik yo
speaker13_m_nn_utt06.wav,yen kowe butuh apa apa ngomong wae
speaker13_m_nn_utt07.wav,monggo lungguh kene ben luwih nyaman
speaker13_m_nn_utt08.wav,aku arep resik resik omah sekedhap
speaker13_m_nn_utt09.wav,kowe kepiye kabare dina iki
speaker13_m_nn_utt10.wav,aku arep menyang pasar tuku pelem
speaker13_m_nn_utt11.wav,nuwun sewu aku mlebu dhisik yo
speaker13_m_nn_utt12.wav,mugi urusanmu dina iki lancar kabeh
speaker13_m_nn_utt13.wav,monggo dijajal sek batike yen kurang pas bisa diganti ukurane
speaker13_m_nn_utt14.wav,aku arep nggarap laporan kanggo mengko beng
speaker13_m_nn_utt15.wav,aku matur nuwun sanget kanggo pitulunganmu
speaker13_m_nn_utt16.wav,kowe arep menyang ngendi sakwise mulih sekolah
speaker13_m_nn_utt17.wav,jajal dicek dhisik sapa ngerti ana sing salah
speaker13_m_nn_utt18.wav,mugo mugo tansah diparingi sehat yo le
speaker13_m_nn_utt19.wav,sugeng enjing kowe wes sarapan durung
speaker13_m_nn_utt20.wav,tulung bantu aku njupuk buku kui
speaker13_m_nn_utt21.wav,aku lagi nyiapke mangan awan ing pawon
speaker13_m_nn_utt22.wav,iso kirimke file kuwi saiki
speaker13_m_nn_utt23.wav,ngapura aku rada telat
speaker13_m_nn_utt24.wav,tulung pateni lampune sak durung metu kamar
speaker13_m_nn_utt25.wav,aku arep lungo blanja sek
speaker13_m_nn_utt26.wav,koe wes ngrampungke tugasmu
speaker13_m_nn_utt27.wav,ayo leren sek sakdurunge kerjo
speaker13_m_nn_utt28.wav,akhir akhir iku koe ngapain wae
speaker13_m_nn_utt29.wav,koe karo deweke apik apik wae to
speaker13_m_nn_utt30.wav,aku uwes usaha sak maksimal mungkin
speaker14_m_n_utt01.wav,aku arep mangan sek sadurunge nerusake gaweanku ing kamar
speaker14_m_n_utt02.wav,esuk iki aku kudu sekolah banjur ketemu karo kancaku kanggo diskusi
speaker14_m_n_utt03.wav,ayo lunga bareng menyang pasar ben kita bisa tuku bahan masakane dina iki
speaker14_m_n_utt04.wav,aku arep sinau ing kamar soale sesuk ana ujian sing kudu tak siapke
speaker14_m_n_utt05.wav,aku lagi ngenteni kowe neng ngarep omah amarga pengin ngomong soko ati
speaker14_m_n_utt06.wav,kowe wis mangan durung nek durung ayo mangan bareng neng pawon
speaker14_m_n_utt07.wav,aku arep tuku sayur neng warung kanggo masak bengi iki
speaker14_m_n_utt08.wav,ayo ketemu awan iki ben iso ngomongke rencana kanggo minggu ngarep
speaker14_m_n_utt09.wav,aku lagi nggarap tugas kampus sing kudu dikumpulke sesuk esuk
speaker14_m_n_utt10.wav,kowe bisa bantu aku ora amarga tugasku iki rada angel
speaker14_m_n_utt11.wav,aku arep bali luwih awan soale ana keperluan penting neng omah
speaker14_m_n_utt12.wav,ayo istirahat dhisik ben awak ora kesel lan pikiran luwih seger
speaker14_m_n_utt13.wav,aku pengin ngombe banyu amarga saka mau awan aku durung ngombe babar pisan
speaker14_m_n_utt14.wav,kowe ojo lali nggawa payung yen meh metu awane kok katon arep udan
speaker14_m_n_utt15.wav,aku arep numpak motor menyang kampus kanggo rapat karo kelompok tugas
speaker14_m_n_utt16.wav,sesuk esuk aku arep olahraga neng lapangan supaya badan tetep sehat
speaker14_m_n_utt17.wav,aku lagi ngresiki kamar amarga wis katon akehe barang sing ora rapi
speaker14_m_n_utt18.wav,nek ora sibuk kowe saiki ana ngendi ben aku iso nyusul neng kono
speaker14_m_n_utt19.wav,aku arep nyuci klambi sing wis numpuk wiwit rong dina kepungkur
speaker14_m_n_utt20.wav,ayo padha sinau bareng neng perpustakaan ben luwih focus
speaker14_m_n_utt21.wav,aku durung rampung nulis laporan iki amarga datane durung lengkap
speaker14_m_n_utt22.wav,kowe iso nerangake iki ora soale aku durung ngerti maksude opo
speaker14_m_n_utt23.wav,aku arep ngumbah piring sing saka mau awan durung tak resiki
speaker14_m_n_utt24.wav,awan iki aku ana jadwal rapat sing kudu tak tindakake nganti sore
speaker14_m_n_utt25.wav,kowe wis siyap durung kanggo budhal bareng menyang omahe kanca
speaker14_m_n_utt26.wav,aku pengin turu sediluk ben rasane luwih seger lan ora mumet
speaker14_m_n_utt27.wav,ayo pesen mangan bebarengan neng restoran anyar sing lagi rame
speaker14_m_n_utt28.wav,aku arep mriksa email sek amarga ana kabar penting sing tak tunggu
speaker14_m_n_utt29.wav,kowe iso ngenteni aku neng kafe ben kita iso ngobrol luwih suwe
speaker14_m_n_utt30.wav,aku arep metu sediluk tuku jajanan kanggo cemilan bengi iki
speaker15_m_nn_utt01.wav,sugeng enjang kulo badhe dhahar
speaker15_m_nn_utt02.wav,ibu nembe sare wonten kamar
speaker15_m_nn_utt03.wav,bapak sampun rawuh saking kantor
speaker15_m_nn_utt04.wav,panjenengan badhe tindak dhateng pundi
speaker15_m_nn_utt05.wav,kula nyuwun ngapunten menawi wonten lepat
speaker15_m_nn_utt06.wav,dinten meniko dinten seloso
speaker15_m_nn_utt07.wav,jam sedoso kulo badhe sinau
speaker15_m_nn_utt08.wav,mangga pinarak rumiyin wonten ngriki
speaker15_m_nn_utt09.wav,monggo dipununjuk wedangipun
speaker15_m_nn_utt10.wav,kula aturi pamit riyin nggih
speaker15_m_nn_utt11.wav,matur nuwun sanget saking pitulunganipun
speaker15_m_nn_utt12.wav,pakdhe kagungan putra kalih
speaker15_m_nn_utt13.wav,dinten sabtu enjing kula olahraga
speaker15_m_nn_utt14.wav,panjenengan nembe dahar nopo
speaker15_m_nn_utt15.wav,kula badhe nyuwun pirso bab meniko
speaker15_m_nn_utt16.wav,griyanipun eyang tebih saking mriki
speaker15_m_nn_utt17.wav,dospundi kabaripun panjenengan sakmeniko
speaker15_m_nn_utt18.wav,kulo badhe adus rumiyin
speaker15_m_nn_utt19.wav,kula boten saged ndherek sameniko
speaker15_m_nn_utt20.wav,meniko ageman enggal kula
speaker15_m_nn_utt21.wav,bu guru nembe maos buku
speaker15_m_nn_utt22.wav,kula nedha sega pecel kemawon
speaker15_m_nn_utt23.wav,monggo sami sami njagi kasarasan
speaker15_m_nn_utt24.wav,bapak badhe sare wanci dalu
speaker15_m_nn_utt25.wav,panjenengan saged kulo caosi menopo
speaker15_m_nn_utt26.wav,sinten asmanipun garwanipun panjenengan
speaker15_m_nn_utt27.wav,kula wangsul dinten senin ngajeng
speaker15_m_nn_utt28.wav,arto kula kantun seket ewu
speaker15_m_nn_utt29.wav,kula sampun cekap anggenipun ngunjuk
speaker15_m_nn_utt30.wav,sugeng sonten sedaya kemawon
speaker16_m_nn_utt01.wav,aku arep ngombe banyu anget ben tenggorokanku kroso luwih enak
speaker16_m_nn_utt02.wav,aku arep tuku roti menyang warung mburi omah
speaker16_m_nn_utt03.wav,kowe ojo lali nggawa payung amarga awane katon peteng
speaker16_m_nn_utt04.wav,dina iki aku kudu resik resik jeding
speaker16_m_nn_utt05.wav,mbakyuku lagi nyetrika klambi
speaker16_m_nn_utt06.wav,kowe kok katon kesel apa lagi lara
speaker16_m_nn_utt07.wav,adhiku seneng banget yen diajak mlaku mlaku sore
speaker16_m_nn_utt08.wav,sepur sing tak enteni durung teka teka
speaker16_m_nn_utt09.wav,kowe takon wae yen ora ngerti pelajarane yud
speaker16_m_nn_utt10.wav,dina minggu aku arep dolan menyang omahe koncoku
speaker16_m_nn_utt11.wav,aku lagi ngumbah klambi amarga ibuku isik repot
speaker16_m_nn_utt12.wav,bocah kuwi nangis amarga dolanane rusak
speaker16_m_nn_utt13.wav,wingi bengi aku turu telat amarga nggarap tugas
speaker16_m_nn_utt14.wav,kowe iso melu rapat apa ora sesuk esuk
speaker16_m_nn_utt15.wav,sandalku keri ana ing omahe paklikku
speaker16_m_nn_utt16.wav,kowe ojo rame rame simbah lagi turu
speaker16_m_nn_utt17.wav,endasku dadi mumet amarga panas banget
speaker16_m_nn_utt18.wav,dina iki aku oleh hadiah saka guruku
speaker16_m_nn_utt19.wav,kowe apa wis rampung nggarap pr bahasa indonesia
speaker16_m_nn_utt20.wav,aku krungu swara banter banget nganti kaget
speaker16_m_nn_utt21.wav,bocah bocah kuwi padha dolanan saya rame banget
speaker16_m_nn_utt22.wav,aku kepengin mangan es krim amarga cuacane panas banget
speaker16_m_nn_utt23.wav,aku arep olahraga sakwise jam pelajaran rampung
speaker16_m_nn_utt24.wav,simbahku seneng nandur kembang lan woh wohan
speaker16_m_nn_utt25.wav,yen arep lunga ojo lali lampune dipateni yo
speaker16_m_nn_utt26.wav,dina iki aku ketemu kucing lucu ing pinggir dalan
speaker16_m_nn_utt27.wav,aku kesusu mangkat amarga wektune wis mepet banget
speaker16_m_nn_utt28.wav,jojo takon jadwal dino senin amarga wingi bocahe ora mlebu kelas
speaker16_m_nn_utt29.wav,aku kepengin sinau masak jajanan pasar
speaker16_m_nn_utt30.wav,kowe ojo lali mbayar listrik sadurunge tanggal sepuluh saben wulan
speaker18_f_nn_utt01.wav,sugeng enjang kulo badhe bidhal kuliah
speaker18_f_nn_utt02.wav,kados pundi kabaripun panjenengan dinten menika
speaker18_f_nn_utt03.wav,monggo pinarak wonten kursi ingkang kasedhiya
speaker18_f_nn_utt04.wav,kulo badhe nyuwun pirsa babagan tugas menika
speaker18_f_nn_utt05.wav,nuwun sewu kulo badhe ndherek langkung
speaker18_f_nn_utt06.wav,matur nuwun sanget atas bantosipun panjenengan
speaker18_f_nn_utt07.wav,sakmenika sampun jam pitu langkung gangsal menit
speaker18_f_nn_utt08.wav,kulo badhe tumbas sekul pecel kalih bungkus
speaker18_f_nn_utt09.wav,menapa panjenengan sampun dhahar siang
speaker18_f_nn_utt10.wav,griyanipun pakdhe wonten sachedakipun pasar ageng
speaker18_f_nn_utt11.wav,kulo saweg sinau babagan pemrosesan swanten
speaker18_f_nn_utt12.wav,mangke sonten kulo badhe sowan dhateng griya
speaker18_f_nn_utt13.wav,monggo dipun unjuk teh angetipun mumpung taksih benter
speaker18_f_nn_utt14.wav,dinten menika hawanipun raos benter sanget
speaker18_f_nn_utt15.wav,kulo badhe wangsul rumiyin amargi sampun dalu
speaker18_f_nn_utt16.wav,regi buku menika satus seket ewu rupiah
speaker18_f_nn_utt17.wav,bapak saweg tindak dhateng kantor nitih mobil
speaker18_f_nn_utt18.wav,ibu nembe mawon kondur saking peken
speaker18_f_nn_utt19.wav,kulo badhe ngampil buku wonten perpustakaan kampus
speaker18_f_nn_utt20.wav,nyuwun tulung kulo dipun paringi toya pethak
speaker18_f_nn_utt21.wav,tugas besar menika kedah dipun kempalaken minggu ngajeng
speaker18_f_nn_utt22.wav,kulo mboten saged ndherek rapat amargi sakit
speaker18_f_nn_utt23.wav,saking mriki lurus kemawon lajeng belok tengen
speaker18_f_nn_utt24.wav,para mahasiswa saweg ngerjakaken ujian semester
speaker18_f_nn_utt25.wav,kulo remen sanget ningali wayang kulit
speaker18_f_nn_utt26.wav,wulan ngajeng kulo badhe kesah dhateng surabaya
speaker18_f_nn_utt27.wav,monggo kito sesarengan njagi karesikan lingkungan
speaker18_f_nn_utt28.wav,adik kulo saweg sinau nulis aksara jawa
speaker18_f_nn_utt29.wav,menawi wonten lepat kulo nyuwun pangapunten
speaker18_f_nn_utt30.wav,sampun supe mbenjing wonten acara kempalan warga
speaker19_f_nn_utt01.wav,esuk esuk wis tangi nanging pikiranku isih turu
speaker19_f_nn_utt02.wav,aku niat rajin emane kasurku luwih enak
speaker19_f_nn_utt03.wav,mari mangan atiku langsung adem ayem
speaker19_f_nn_utt04.wav,aku ora males mek lagi nyimpen tenaga sing ora metu metu
speaker19_f_nn_utt05.wav,awale kape ngaso sedhela jebule sedhelane nganti sore
speaker19_f_nn_utt06.wav,kadang aku mikir nanging pikiranku malah mlenceng
speaker19_f_nn_utt07.wav,nglakoni apa wae sing penting isih iso guyon
speaker19_f_nn_utt08.wav,aku kleru rupane iki angel nemen
speaker19_f_nn_utt09.wav,nyapu omah wae kesel opo maneh nyapu pikiran
speaker19_f_nn_utt10.wav,aku ora ngantuk mung mripatku wis protes
speaker19_f_nn_utt11.wav,mbukak lawang pelan pelan jebule angine sing medeni
speaker19_f_nn_utt12.wav,aku lagi semangat nanging otakku ora setuju
speaker19_f_nn_utt13.wav,mangan sak piring rasane kurang sak rong piring malah kakehan
speaker19_f_nn_utt14.wav,arep hemat kok yo mek e akeh panganan
speaker19_f_nn_utt15.wav,kape mikir tapi sing metu malah lelucon
speaker19_f_nn_utt16.wav,aku ora isin
speaker19_f_nn_utt17.wav,arepe turu siang sak menit tangine malah sak jam
speaker19_f_nn_utt18.wav,wadul sek sethithik rasane luwih lega
speaker19_f_nn_utt19.wav,ngombe wedang jahe ben anget malah kringet sak omah
speaker19_f_nn_utt20.wav,arep diet nanging atiku goyah delok panganan
speaker19_f_nn_utt21.wav,aku ora telat mung wektu sing kesusu
speaker19_f_nn_utt22.wav,aja aku seng disalahno kadang pikiranku seneng dolan dewe
speaker19_f_nn_utt23.wav,ngrasakke angin sore iku nikmat nanging godhonge mlebu rai
speaker19_f_nn_utt24.wav,aku ora eman tenaga mung ora pengin mubadzir
speaker19_f_nn_utt25.wav,arep mlaku mlaku mung sikile koyo ora kompak
speaker19_f_nn_utt26.wav,kadang meneng wae wis lucu rasane
speaker19_f_nn_utt27.wav,sejatine aku bijaksana nanging mung ing impen
speaker19_f_nn_utt28.wav,tak pikir gampang rupane angel nemen
speaker19_f_nn_utt29.wav,aku lagi golek panganan neng pawon
speaker19_f_nn_utt30.wav,sakdurunge lunga aku ngombe banyu dhisik
speaker20_f_n_utt01.wav,kulo badhe tindak perpustakaan kampus
speaker20_f_n_utt02.wav,kulo sinau boso jowo
speaker20_f_n_utt03.wav,kulo badhe ngresiki kamar
speaker20_f_n_utt04.wav,kulo nyuwun ngapunten amargi telat sekolah
speaker20_f_n_utt05.wav,kulo nyuwun pangestu sakderengipun ujian
speaker20_f_n_utt06.wav,sugeng enjing konco konco
speaker20_f_n_utt07.wav,kados pundi kabaripun mbayu
speaker20_f_n_utt08.wav,menawi benjing libur kulo badhe nginep wonten griyo panjenengan
speaker20_f_n_utt09.wav,mugi tugas kelompok meniko saged rampung sakwekdalipun
speaker20_f_n_utt10.wav,sugeng sonten bu
speaker20_f_n_utt11.wav,mugi panjenengan tansah sehat
speaker20_f_n_utt12.wav,matur nuwun ibu sampun ngrumat kulo lan sedoyo keluarga
speaker20_f_n_utt13.wav,sugeng rawuh wonten griyo kulo
speaker20_f_n_utt14.wav,nyuwun pangapunten saged diulangi
speaker20_f_n_utt15.wav,pinten reginipun lombok setunggal kilo
speaker20_f_n_utt16.wav,saged kulo nyuwun plastikipun setunggal malih
speaker20_f_n_utt17.wav,saged dipun kurangi reginipun
speaker20_f_n_utt18.wav,meniko sedoyo sampun kulo bayar nggeh
speaker20_f_n_utt19.wav,kulo nyuwun soto setunggal mangkok nggih
speaker20_f_n_utt20.wav,kados pundi kabaripun panjenengan
speaker20_f_n_utt21.wav,sinten asmanipun panjenengan
speaker20_f_n_utt22.wav,kados pundi raosipun dhaharan meniko
speaker20_f_n_utt23.wav,sameniko jam pinten
speaker20_f_n_utt24.wav,sugeng ambal warsa
speaker20_f_n_utt25.wav,bapak nembe sare wonten kamar
speaker20_f_n_utt26.wav,adik mlampah ke sekolah
speaker20_f_n_utt27.wav,kulo wangsul rumiyin
speaker20_f_n_utt28.wav,sampun dangu mboten kepanggih
speaker20_f_n_utt29.wav,kulo mboten saged tumut ujian
speaker20_f_n_utt30.wav,kulo nyuwun tulung sekedhap
speaker21_m_nn_utt01.wav,iki duweke sopo
speaker21_m_nn_utt02.wav,aku ora sengojo
speaker21_m_nn_utt03.wav,kowe ngerti maksude
speaker21_m_nn_utt04.wav,rambute dowo banget saiki
speaker21_m_nn_utt05.wav,aku lagi golek kunci motor
speaker21_m_nn_utt06.wav,kowe kok suwe banget
speaker21_m_nn_utt07.wav,dino iki prei opo ora
speaker21_m_nn_utt08.wav,isuk isuk wis udan
speaker21_m_nn_utt09.wav,kopine kurang legi
speaker21_m_nn_utt10.wav,ora usah dipikir nemen nemen
speaker21_m_nn_utt11.wav,jare sopo aku ora krungu
speaker21_m_nn_utt12.wav,lampune dipateni disik
speaker21_m_nn_utt13.wav,kowe iso ngajari aku ora
speaker21_m_nn_utt14.wav,aku gurung adus isin
speaker21_m_nn_utt15.wav,mengko bengi ono acara opo
speaker21_m_nn_utt16.wav,aku mending nunggu kene wae
speaker21_m_nn_utt17.wav,baterene meh entek iki
speaker21_m_nn_utt18.wav,ojo lali dikunci lawange
speaker21_m_nn_utt19.wav,bojomu kerjo nang endi
speaker21_m_nn_utt20.wav,anakku lagi seneng dolanan
speaker21_m_nn_utt21.wav,aku lali jenenge
speaker21_m_nn_utt22.wav,timbangane nganggur ayo dolan
speaker21_m_nn_utt23.wav,aku bosen ora ono gawean
speaker21_m_nn_utt24.wav,iki janganne kurang asin sitik
speaker21_m_nn_utt25.wav,mengko awan sido rapat kan
speaker21_m_nn_utt26.wav,aku meh titip kowe arep metu
speaker21_m_nn_utt27.wav,sikile keno opo kuwi
speaker21_m_nn_utt28.wav,ojo rame rame adhiku lagi turu
speaker21_m_nn_utt29.wav,kowe katon kesel banget
speaker21_m_nn_utt30.wav,aku takon iki regane piro
speaker22_m_n_utt01.wav,piye kabare
speaker22_m_n_utt02.wav,aku arep menyang pasar
speaker22_m_n_utt03.wav,wis mangan durung
speaker22_m_n_utt04.wav,ayo mlaku mlaku ning alun alun
speaker22_m_n_utt05.wav,awakmu arep tindak ngendi
speaker22_m_n_utt06.wav,aku lagi sinau basa jawa
speaker22_m_n_utt07.wav,sugeng enjing piye turu sampeyan
speaker22_m_n_utt08.wav,mboten napa napa sami sami
speaker22_m_n_utt09.wav,aku wis rampung gawe tugasku
speaker22_m_n_utt10.wav,sore iki udan deres banget
speaker22_m_n_utt11.wav,kowe wis ketemu karo dheweke durung
speaker22_m_n_utt12.wav,aku seneng mangan soto ayam
speaker22_m_n_utt13.wav,sesuk aku arep mulih kampung
speaker22_m_n_utt14.wav,ayo ndang mlebu wis awan
speaker22_m_n_utt15.wav,aku butuh bantuan kanggo ngangkat barang iki
speaker22_m_n_utt16.wav,sampeyan ngerti ora alamate warung makan kuwi
speaker22_m_n_utt17.wav,mangga pinarak monggo lenggah rumiyin
speaker22_m_n_utt18.wav,aku lagi nggoleki kunci motorku
speaker22_m_n_utt19.wav,dheweke kerja ning kantor pos
speaker22_m_n_utt20.wav,aku ora duwe dhuwit saiki
speaker22_m_n_utt21.wav,kowe kok telat tenan ana apa
speaker22_m_n_utt22.wav,aku arep tuku klambi anyar ning pasar
speaker22_m_n_utt23.wav,adhi lagi sinau matematika kanggo ujian sesuk
speaker22_m_n_utt24.wav,aja lali nutup lawang yen metu
speaker22_m_n_utt25.wav,ibu lagi masak ning pawon saiki
speaker22_m_n_utt26.wav,aku krasa kesel banget sawise kerja seharian
speaker22_m_n_utt27.wav,ayo padha mangan bareng ning omahku
speaker22_m_n_utt28.wav,sampeyan bisa tulung jelasake cara nggunakake iki
speaker22_m_n_utt29.wav,wingi aku ketemu kancaku lawas ning dalan
speaker22_m_n_utt30.wav,aku pengin sinau masak masakan jawa tradisional
